Brand;Movement;Case material;Bracelet material;Year of production;Condition;Scope of delivery;Gender;Price;Availability;Shape;Face Area;Water resistance;Crystal;Dial;Bracelet color;Clasp;Watches Sold by the Seller;Active listing of the seller;Fast Shipper;Trusted Seller;Punctuality;Seller Reviews
Louis Vuitton;Automatic;Steel;Rubber;;Used (Good);Original box, original papers;Men's watch/Unisex;2737.0;Item is in stock;Circular;794.8125;;;Black;;;17875.0;12101.0;1;1;1;12541.0
Maserati;Quartz;Steel;;;Like new & unworn;Original box, original papers;Men's watch/Unisex;140.0;Item is in stock;Circular;725.7325000000001;5.0;Mineral Glass;Black;Black;Buckle;14642.0;5556.0;1;1;1;7436.0
De Grisogono;Automatic;Steel;Leather;;Like new & unworn;Original box, original papers;Men's watch/Unisex;3638.0;Item is in stock;Rectangular;1880.0;;Sapphire crystal;;Black;Fold clasp;;;0;0;0;
Audemars Piguet;Automatic;Ceramic;;;Used (Very good);Original box, original papers;Men's watch/Unisex;26500.0;Item is in stock;Circular;904.32;10.0;Sapphire crystal;Black;Black;Buckle;82.0;254.0;1;1;1;71.0
Franck Muller;Automatic;Steel;Calf skin;;Used (Very good);No original box, no original papers;Men's watch/Unisex;2999.0;Item is in stock;Rectangular;1333.0;;;;;;902.0;440.0;1;1;1;602.0
Laco;Automatic;Steel;Calf skin;2024.0;New;Original box, original papers;Men's watch/Unisex;423.0;Item is in stock;Circular;692.37;5.0;Sapphire crystal;Black;Black;Buckle;1474.0;337.0;1;1;1;1090.0
Bertolucci;Quartz;Gold/Steel;Gold/Steel;;Used (Very good);No original box, no original papers;Women's watch;3243.0;Item is in stock;Circular;245.3125;3.0;Sapphire crystal;Champagne;Gold/Steel;Fold clasp;669.0;513.0;0;1;1;448.0
Michel Herbelin;Quartz;;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;521.0;Item is in stock;Circular;508.68;3.0;Sapphire crystal;Grey;Steel;;733.0;3481.0;0;1;1;411.0
Hugo Boss;Quartz;Steel;Calf skin;;Like new & unworn;Original box, original papers;Men's watch/Unisex;215.0;Item is in stock;Circular;759.88;5.0;Mineral Glass;Blue;Brown;Buckle;14642.0;5556.0;1;1;1;7436.0
Roamer;Automatic;Steel;Steel;2020.0;New;Original box, original papers;Men's watch/Unisex;921.0;Item is in stock;Circular;725.7325000000001;5.0;Sapphire crystal;Silver;Steel;Fold clasp, hidden;75.0;55.0;0;1;1;47.0
Squale;Automatic;;Leather;;Used (Very good);Original box, original papers;Men's watch/Unisex;1083.0;Item is in stock;Circular;596.9925000000001;;;;Black;;;;0;0;0;
Richard Mille;;;Rubber;2022.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;2500.0;Item is in stock;;;;;;Blue;;243.0;786.0;0;1;1;153.0
Maurice Lacroix;Automatic;Steel;Leather;;Used (Very good);No original box, no original papers;Men's watch/Unisex;2005.0;Item is in stock;;;;;Silver;;;175.0;1791.0;0;1;1;127.0
Garmin;Smartwatch;Titanium;Leather;2022.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;967.0;Item is in stock;Circular;830.5300000000001;;;Black;Brown;;;;0;0;0;
Anonimo;Automatic;Steel;Calf skin;;Like new & unworn;Original box, original papers;Men's watch/Unisex;2874.0;Item is in stock;Circular;692.37;30.0;Sapphire crystal;Black;Black;Buckle;2153.0;2229.0;1;1;1;1368.0
IWC;Quartz;Steel;Steel;2004.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;2832.0;Item is in stock;Rectangular;1551.25;10.0;Sapphire crystal;Silver;Steel;Fold clasp;54.0;10.0;0;1;1;41.0
Titus;Manual winding;Yellow gold;Yellow gold;1940.0;Used (Good);No original box, no original papers;Women's watch;1301.0;Item is in stock;Rectangular;;;;;Gold;;;;0;0;0;
Dewitt;Automatic;Rose gold;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;55000.0;Item is in stock;Circular;708.953125;3.0;;Black;;;191.0;122.0;1;1;1;162.0
Sicura;Manual winding;;Rubber;1980.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;488.0;Item is in stock;;;;;Blue;Blue;;16.0;21.0;1;0;1;13.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Baume & Mercier;Automatic;Steel;Leather;;New;Original box, no original papers;;2199.0;Item is in stock;Circular;692.37;5.0;Sapphire crystal;Silver;Brown;Fold clasp;1103.0;403.0;1;1;1;659.0
Election;Manual winding;Steel;Textile;1935.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;163.0;Item is in stock;Circular;286.1325;;;Champagne;Beige;;;;0;0;0;
Dior;Automatic;Steel;Steel;;Like new & unworn;Original box, original papers;;5043.0;Item is in stock;Circular;508.68;;;Mother of pearl;Steel;;1408.0;702.0;0;0;1;958.0
IWC;Automatic;Steel;Steel;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;9997.0;Item is in stock;Circular;628.0;10.0;Sapphire crystal;Black;Steel;;41.0;58.0;1;1;1;39.0
Audemars Piguet;Automatic;Steel;Crocodile skin;2016.0;Used (Very good);Original box, original papers;Men's watch/Unisex;21200.0;Item is in stock;Rectangular;2268.0;10.0;Sapphire crystal;Grey;Grey;Buckle;544.0;433.0;0;1;1;399.0
De Grisogono;Automatic;Steel;Leather;;Like new & unworn;Original box, original papers;Women's watch;;Item is in stock;Rectangular;1815.0;3.0;Sapphire crystal;Black;Black;Double-fold clasp;546.0;2782.0;0;1;1;372.0
NOMOS;Manual winding;Steel;Leather;;New;Original box, original papers;Men's watch/Unisex;1388.0;Item is in stock;Circular;581.783125;10.0;Sapphire crystal;Black;;Buckle;134.0;650.0;0;0;1;67.0
H.Moser & Cie.;;Steel;Leather;2022.0;;Original box, original papers;;11235.0;Item is in stock;Circular;692.37;3.0;Sapphire crystal;Blue;;;62.0;391.0;1;1;1;37.0
Swiss Military;Quartz;Steel;Steel;;Like new & unworn;Original box, original papers;Women's watch;270.0;Item is in stock;Circular;307.72;10.0;Sapphire crystal;Green;Gold;Fold clasp;14642.0;5556.0;1;1;1;7436.0
Chanel;Automatic;Ceramic;Ceramic;2014.0;Like new & unworn;Original box, original papers;Women's watch;11032.0;Item is in stock;Circular;566.77;;Sapphire crystal;Grey;;;;;0;0;0;
Moritz Grossmann;Manual winding;Rose gold;Leather;;Like new & unworn;Original box, original papers;Men's watch/Unisex;59291.0;Item available on request;;;;;Black;;;173.0;155.0;0;0;1;154.0
Traser;Quartz;Steel;Rubber;2024.0;Like new & unworn;Original box, original papers;;666.0;Item needs to be procured;Circular;830.5300000000001;50.0;Sapphire crystal;Orange;Black;Buckle;8544.0;2536.0;0;1;1;4712.0
Audemars Piguet;Automatic;Steel;Steel;2017.0;Used (Very good);Original box, original papers;Men's watch/Unisex;37500.0;Item is in stock;Circular;659.7925;5.0;Sapphire crystal;Silver;Steel;;306.0;152.0;1;0;1;242.0
Meistersinger;Automatic;Steel;Leather;;Used (Very good);Original box, original papers;;1295.0;Item is in stock;Circular;725.7325000000001;5.0;;White;;;616.0;419.0;1;0;1;527.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Fendi;Quartz;Steel;Calf skin;;;Original box, original papers;;375.0;Item is in stock;Circular;659.7925;;;Black;Black;;1178.0;1931.0;1;1;1;961.0
Ollech & Wajs;Manual winding;Steel;Leather;1960.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;786.0;Item is in stock;Circular;537.3325;;Plexiglass;Black;Brown;;;;0;0;0;
Concord;Quartz;Steel;Steel;2024.0;New;Original box, original papers;Women's watch;1400.0;Item available on request;Circular;353.25;5.0;Sapphire crystal;Mother of pearl;Gold/Steel;Fold clasp;712.0;1155.0;0;1;1;508.0
Corum;Manual winding;Titanium;Crocodile skin;2011.0;Used (Very good);Original box, original papers;Men's watch/Unisex;189700.0;Item is in stock;Circular;794.8125;3.0;Sapphire crystal;Skeletonized;Black;Double-fold clasp;239.0;310.0;1;0;1;188.0
Nivada;Quartz;Steel;Leather;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;801.0;Item is in stock;Circular;566.77;;;Black;Black;;;;0;0;0;
Bulova;Quartz;Titanium;Leather;2021.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1150.0;Item is in stock;Circular;794.8125;;;Grey;Grey;;;;0;0;0;
Cartier;Automatic;Steel;Steel;;Used (Very good);Original box, original papers;Men's watch/Unisex;5800.0;Item is in stock;Rectangular;1634.0;10.0;Sapphire crystal;Black;Steel;Double-fold clasp;146.0;65.0;1;1;1;139.0
B.R.M;Automatic;;Textile;2008.0;Used (Good);No original box, no original papers;Men's watch/Unisex;2711.0;Item is in stock;Rectangular;2332.0;;;;Blue;Buckle;;;0;0;0;
Hamilton;Quartz;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;745.0;Item is in stock;Circular;286.1325;3.0;Mineral Glass;White;Brown;Buckle;1425.0;1838.0;1;0;1;879.0
Lacoste;Quartz;Steel;Steel;;Like new & unworn;Original box, original papers;Women's watch;205.0;Item is in stock;Circular;307.72;3.0;Mineral Glass;Silver;Gold;;14642.0;5556.0;1;1;1;7436.0
Ebel;Automatic;Steel;Steel;;Like new & unworn;Original box, original papers;Women's watch;1699.0;Item needs to be procured;Circular;453.73;5.0;Sapphire crystal;Silver;Steel;Fold clasp;522.0;867.0;1;1;1;375.0
Bremont;Automatic;Steel;Crocodile skin;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;12000.0;Item is in stock;;;;;Bronze;;;306.0;152.0;1;0;1;242.0
NOMOS;Automatic;Steel;Leather;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1850.0;Item is in stock;Circular;628.0;;;Silver;Black;;;;0;0;0;
Omega;Manual winding;Ceramic;Leather;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;9350.0;Item needs to be procured;Circular;768.53953125;5.0;Sapphire crystal;Black;Black;Buckle;14.0;20.0;1;1;1;10.0
Sevenfriday;Automatic;Steel;Leather;2022.0;New;Original box, original papers;Men's watch/Unisex;1025.0;Item is in stock;Rectangular;2201.71;3.0;Sapphire crystal;Brown;Brown;Buckle;935.0;254.0;1;1;1;670.0
Alpina;Automatic;Steel;Steel;;Used (Very good);Original box, original papers;Men's watch/Unisex;1218.0;Item is in stock;Circular;759.88;10.0;Sapphire crystal;Black;Steel;Fold clasp;2482.0;677.0;1;1;1;1601.0
Swiss Military;Quartz;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;313.0;Item is in stock;Circular;725.7325000000001;10.0;Sapphire crystal;Black;;;4593.0;532.0;1;1;1;3952.0
Richard Mille;Automatic;Carbon;Rubber;2021.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1900000.0;Item is in stock;;;;;Skeletonized;;;55.0;370.0;0;1;1;33.0
Tutima;Manual winding;Steel;Alligator skin;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;7396.0;Item is in stock;;;;;Silver;;;615.0;107.0;1;0;1;462.0
BWC-Swiss;Manual winding;Steel;Leather;;Used (Good);No original box, no original papers;;275.0;Item is in stock;Circular;453.73;;;;;;2047.0;2295.0;1;1;1;1430.0
Sea-Gull;Manual winding;Steel;Alligator skin;2005.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1952.0;Item is in stock;Circular;537.3325;5.0;Sapphire crystal;White;Black;Fold clasp;;;0;0;0;
Michel Herbelin;Quartz;;Steel;2024.0;New;Original box, original papers;Women's watch;521.0;Item is in stock;Circular;330.09250000000003;10.0;Sapphire crystal;White;Steel;;733.0;3481.0;0;1;1;411.0
Bovet;Automatic;;Leather;;Used (Very good);Original box, no original papers;Women's watch;27548.0;Item needs to be procured;Circular;628.0;3.0;Sapphire crystal;Mother of pearl;;;118.0;1384.0;1;1;1;116.0
JeanRichard;Automatic;Titanium;Leather;;Used (Very good);No original box, no original papers;Men's watch/Unisex;3796.0;Item is in stock;Circular;759.88;;Sapphire crystal;Black;Black;Double-fold clasp;;;0;0;0;
Venezianico;Automatic;Steel;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;830.0;Item is in stock;Circular;596.9925000000001;20.0;Sapphire crystal;Blue;Steel;Double-fold clasp;1230.0;216.0;1;1;1;932.0
Kienzle;Manual winding;;;1960.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;65.0;Item is in stock;Circular;427.4325;;;;;;;;0;0;0;
Pryngeps;Automatic;Steel;Steel;1998.0;Used (Very good);Original box, original papers;Men's watch/Unisex;781.0;Item is in stock;;;10.0;Sapphire crystal;Black;Steel;Fold clasp, hidden;;;0;0;0;
Louis Moinet;Automatic;Steel;Leather;2023.0;New;Original box, original papers;Men's watch/Unisex;8100.0;Item is in stock;Circular;809.0052999999999;5.0;;Black;Black;Fold clasp;191.0;122.0;1;1;1;162.0
Burberry;;Steel;;2013.0;New;Original box, original papers;Men's watch/Unisex;272.0;Item is in stock;;;;;Black;;;276.0;19.0;0;1;1;126.0
Rotary;Quartz;Steel;Steel;2015.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;280.0;Item is in stock;Rectangular;1092.0;;Sapphire crystal;White;Steel;Double-fold clasp;2030.0;454.0;0;1;1;1397.0
Cuervo y Sobrinos;Quartz;Steel;Leather;2022.0;Like new & unworn;Original box, original papers;Women's watch;2169.0;Item is in stock;Circular;453.73;3.0;Sapphire crystal;Black;Black;Fold clasp;1020.0;53.0;1;1;1;723.0
Maserati;Quartz;Steel;Steel;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;141.0;Item is in stock;Circular;759.88;;;Blue;;;;;0;0;0;
Luminox;Quartz;Carbon;Textile;2024.0;New;Original box, original papers;Men's watch/Unisex;645.0;Item is in stock;Circular;794.8125;20.0;Mineral Glass;Black;Grey;Buckle;1425.0;1838.0;1;0;1;879.0
Bruno Söhnle;Quartz;Steel;Steel;2024.0;New;Original box, original papers;Women's watch;656.0;Item available on request;Circular;245.3125;3.0;Sapphire crystal;Silver;Gold;Double-fold clasp;7780.0;1384.0;1;0;1;5149.0
Minerva;Manual winding;;;1950.0;Used (Good);No original box, no original papers;Men's watch/Unisex;168.0;Item is in stock;Circular;1020.8925;;;;;;;;0;0;0;
Dubey & Schaldenbrand;Automatic;Rose gold;Crocodile skin;1992.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;5369.0;Item is in stock;Rectangular;1452.0;;Sapphire crystal;Silver;Black;Buckle;;;0;0;0;
Longines;Automatic;Steel;Steel;2023.0;New;Original box, original papers;Men's watch/Unisex;2550.0;Item is in stock;Circular;692.37;10.0;Sapphire crystal;Blue;Steel;Fold clasp;1177.0;323.0;1;1;1;671.0
Sector;Quartz;Steel;Calf skin;;Like new & unworn;Original box, original papers;Men's watch/Unisex;270.0;Item is in stock;Circular;904.32;10.0;Mineral Glass;Black;Black;Buckle;14642.0;5556.0;1;1;1;7436.0
NOMOS;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;3026.0;Item is in stock;Circular;643.798125;5.0;Sapphire crystal;Silver;Black;Buckle;3118.0;235.0;1;1;1;2465.0
Ralph Lauren;Automatic;Steel;Leather;;Used (Good);Original papers, no original box;Men's watch/Unisex;1267.0;Item is in stock;Circular;794.8125;;;Champagne;;;17875.0;12101.0;1;1;1;12541.0
Vulcain;Manual winding;Yellow gold;Leather;1940.0;Used (Good);No original box, no original papers;Men's watch/Unisex;3579.0;Item is in stock;Circular;537.3325;;Plexiglass;White;;;59.0;194.0;0;1;1;55.0
Jules Jürgensen;Manual winding;Yellow gold;;1865.0;Used (Good);No original box, no original papers;Men's watch/Unisex;10574.0;Item is in stock;Circular;1041.008125;;Mineral Glass;White;;;65.0;21.0;0;1;1;57.0
Frederique Constant;Automatic;;;;Used (Very good);Original box, original papers;Men's watch/Unisex;18000.0;Item is in stock;Circular;659.7925;3.0;Sapphire crystal;Skeletonized;;Fold clasp;957.0;509.0;0;0;1;808.0
Longines;Automatic;Steel;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;1625.0;Item is in stock;Circular;566.77;10.0;Sapphire crystal;Black;Steel;Fold clasp;1177.0;323.0;1;1;1;671.0
Luminox;Quartz;;;;Like new & unworn;Original box, original papers;Men's watch/Unisex;257.0;Item is in stock;Circular;596.9925000000001;10.0;Mineral Glass;Black;Black;Buckle;14642.0;5556.0;1;1;1;7436.0
Behrens;;;;2020.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;5890.0;Item is in stock;Circular;692.37;;;;;;;;0;0;0;
Jean Lassale;Automatic;;Leather;2000.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1947.0;Item is in stock;Circular;659.7925;;;;Blue;Fold clasp, hidden;;;0;0;0;
Jaquet-Droz;;White gold;;2021.0;New;Original box, original papers;Men's watch/Unisex;21900.0;Item is in stock;;;;;Mother of pearl;;;327.0;576.0;0;0;1;212.0
Schaumburg;Automatic;Steel;Leather;;New;Original box, original papers;;2149.0;Item available on request;Circular;794.8125;10.0;Sapphire crystal;;Black;Fold clasp;566.0;993.0;1;1;1;448.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Lacoste;Quartz;Steel;Steel;;Like new & unworn;Original box, original papers;Men's watch/Unisex;236.0;Item is in stock;Circular;759.88;5.0;Mineral Glass;Black;Gold;Fold clasp;14642.0;5556.0;1;1;1;7436.0
Yema;Automatic;Steel;Leather;2019.0;Used (Very good);Original box, original papers;Men's watch/Unisex;2494.0;Item is in stock;Rectangular;1872.0;;;Black;Black;;;;0;0;0;
Chopard;Quartz;Steel;Steel;;Used (Very good);No original box, no original papers;Women's watch;4600.0;Item is in stock;Circular;508.68;3.0;Sapphire crystal;White;;Buckle;383.0;500.0;1;1;1;235.0
Chanel;Automatic;Ceramic;Ceramic;2023.0;New;No original box, no original papers;Women's watch;9500.0;Item is in stock;Circular;566.77;20.0;Sapphire crystal;White;White;Fold clasp;212.0;908.0;0;0;1;189.0
Michel Herbelin;Quartz;;Leather;2024.0;New;Original box, original papers;Women's watch;286.0;Item is in stock;Circular;245.3125;5.0;Sapphire crystal;White;Brown;;733.0;3481.0;0;1;1;411.0
Gaga Milano;Quartz;Steel;Leather;;Used (Good);No original box, no original papers;Men's watch/Unisex;211.0;Item is in stock;Circular;830.5300000000001;;;Pink;;;17875.0;12101.0;1;1;1;12541.0
Heuer;Manual winding;Steel;Leather;1968.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;4880.0;Item is in stock;Circular;537.3325;;Plexiglass;Silver;Brown;Buckle;407.0;85.0;1;0;1;320.0
Longines;Automatic;Steel;Leather;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3250.0;Item is in stock;Circular;659.7925;1.0;;Black;Brown;;1506.0;549.0;1;1;1;1104.0
Revue Thommen;Automatic;Steel;Rubber;;Like new & unworn;Original box, no original papers;Men's watch/Unisex;526.0;Item is in stock;;;10.0;Sapphire crystal;Black;Blue;Fold clasp;1369.0;881.0;1;0;1;939.0
Swatch;Quartz;Plastic;Textile;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;404.0;Item is in stock;Circular;692.37;;;White;White;;;;0;0;0;
Bremont;Automatic;;;2021.0;Used (Good);Original box, original papers;Men's watch/Unisex;2617.0;Item is in stock;Circular;628.0;;;;;;;;0;0;0;
Timex;Manual winding;Aluminum;Leather;;Used (Very good);No original box, no original papers;Men's watch/Unisex;342.0;Item is in stock;Circular;480.8125;;Plexiglass;Black;Orange;Buckle;;;0;0;0;
Zodiac;Automatic;Steel;Steel;1979.0;Used (Good);No original box, no original papers;Men's watch/Unisex;350.0;Item is in stock;Circular;628.0;;Plexiglass;Blue;Steel;Fold clasp;760.0;410.0;0;1;1;484.0
Breguet;Automatic;White gold;;2018.0;Used (Very good);Original box, original papers;Men's watch/Unisex;29950.0;Item is in stock;Circular;643.798125;;Sapphire crystal;Blue;;Fold clasp;1391.0;489.0;1;1;1;993.0
Raymond Weil;Automatic;Steel;Steel;2024.0;New;Original box, original papers;Women's watch;1580.0;Item is in stock;Circular;480.8125;;Sapphire crystal;Silver;Steel;Fold clasp;580.0;359.0;1;1;1;323.0
Favre-Leuba;Quartz;Steel;Leather;;Like new & unworn;Original box, no original papers;Men's watch/Unisex;1634.0;Item is in stock;Circular;725.7325000000001;;;Silver;Black;;;;0;0;0;
Armani;Automatic;Steel;Leather;2019.0;New;Original box, original papers;Men's watch/Unisex;856.0;Item is in stock;Circular;692.37;3.0;Sapphire crystal;Blue;Blue;Buckle;5467.0;4128.0;0;1;1;3308.0
Revue Thommen;Automatic;Steel;;;Like new & unworn;Original box, no original papers;Men's watch/Unisex;557.0;Item is in stock;;;5.0;Sapphire crystal;Green;;Fold clasp;1369.0;881.0;1;0;1;939.0
