Brand;Movement;Case material;Bracelet material;Year of production;Condition;Scope of delivery;Gender;Price;Availability;Shape;Face Area;Crystal;Dial;Bracelet color;Watches Sold by the Seller;Active listing of the seller;Fast Shipper;Trusted Seller;Punctuality;Seller Reviews;age;is_modern;price_log;seller_reputation_score;scope_score;price_anomaly_low;price_anomaly_high;seller_consistent
Chronographe Suisse Cie;Manual winding;Steel;Leather;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;528.0;Item is in stock;Circular;480.8125;Sapphire crystal;Black;Brown;580.0;419.0;0;0;0;448.0;76.0;0;6.270988431858299;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Gold-plated;Leather;1950.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;2611.0;Item is in stock;Circular;566.77;Sapphire crystal;Gold;Black;9.0;437.0;0;1;1;4.0;76.0;0;7.867871490396322;0.6666666666666666;0;0;0;0
Chronographe Suisse Cie;Automatic;Yellow gold;Leather;1940.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1830.0;Item is in stock;Circular;537.3325;Plexiglass;Black;Black;229.0;19.0;0;1;1;119.0;86.0;0;7.5126175446745105;0.6666666666666666;0;0;0;1
Chronographe Suisse Cie;Manual winding;Rose gold;Leather;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1637.0;Item is in stock;Rectangular;1706.25;Plastic;Gold;Black;323.0;126.0;1;1;1;204.0;76.0;0;7.401231264413015;1.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Steel;Leather;1950.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1615.0;Item is in stock;Circular;508.68;Sapphire crystal;White;Black;12.0;44.0;0;1;1;10.0;76.0;0;7.38770923908104;0.6666666666666666;0;0;0;0
Chronographe Suisse Cie;Manual winding;Yellow gold;Leather;1965.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1659.0;Item is in stock;Circular;566.77;Plexiglass;Champagne;Brown;88.0;34.0;1;1;1;86.0;61.0;0;7.414572881350589;1.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Gold/Steel;Leather;1955.0;Used (Good);No original box, no original papers;Men's watch/Unisex;574.0;Item is in stock;Circular;537.3325;Plexiglass;Silver;Brown;1121.0;443.0;0;1;1;790.0;71.0;0;6.354370040797351;0.6666666666666666;0;0;0;1
Chronographe Suisse Cie;Manual winding;Rose gold;Gold/Steel;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1389.0;Item is in stock;Circular;537.3325;Plexiglass;Yellow;Gold;2847.0;287.0;1;1;1;1759.0;76.0;0;7.237059026124737;1.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Rose gold;Leather;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1502.0;Item is in stock;Circular;566.77;Plexiglass;White;Gold;2847.0;287.0;1;1;1;1759.0;76.0;0;7.315218389752975;1.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Yellow gold;Leather;1954.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1540.0;Item is in stock;Rectangular;1470.0;Plexiglass;Silver;Blue;310.0;169.0;0;1;1;290.0;72.0;0;7.340186835320115;0.6666666666666666;0;0;0;1
Chronographe Suisse Cie;Manual winding;Rose gold;Gold/Steel;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1066.0;Item is in stock;Circular;537.3325;Plexiglass;White;Gold;2847.0;287.0;1;1;1;1759.0;76.0;0;6.9726062513017535;1.0;0;0;0;1
Chronographe Suisse Cie;Automatic;Steel;Crocodile skin;1950.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;2611.0;Item is in stock;Circular;830.5300000000001;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;76.0;0;7.867871490396322;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Yellow gold;Leather;1950.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1750.0;Item is in stock;Circular;566.77;Mineral Glass;Champagne;Brown;146.0;14.0;0;1;1;99.0;76.0;0;7.467942332285852;0.6666666666666666;0;0;0;1
Chronographe Suisse Cie;Manual winding;Rose gold;Leather;1950.0;Used (Good);No original box, no original papers;Men's watch/Unisex;2639.0;Item is in stock;Rectangular;1628.0;Plexiglass;Black;Brown;1334.0;529.0;0;1;1;949.0;76.0;0;7.878534196140362;0.6666666666666666;0;0;0;1
Chronographe Suisse Cie;Manual winding;Yellow gold;Leather;1950.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1454.0;Item is in stock;Circular;453.73;Plexiglass;Silver;Black;1334.0;529.0;0;1;1;949.0;76.0;0;7.282761179605593;0.6666666666666666;0;0;0;1
Chronographe Suisse Cie;Manual winding;Yellow gold;Lizard skin;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1777.0;Item is in stock;Circular;566.77;Plexiglass;Champagne;Black;580.0;419.0;0;0;0;448.0;76.0;0;7.48324441607385;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Yellow gold;Crocodile skin;1955.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;2639.0;Item is in stock;Circular;537.3325;Plexiglass;White;Brown;580.0;419.0;0;0;0;448.0;71.0;0;7.878534196140362;0.0;0;0;0;1
Chronographe Suisse Cie;Automatic;Gold-plated;Calf skin;1957.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;727.0;Item is in stock;Rectangular;1606.0;Plexiglass;Champagne;Brown;580.0;419.0;0;0;0;448.0;69.0;0;6.590301048196686;0.0;0;0;0;1
Chronographe Suisse Cie;Automatic;Steel;Leather;1940.0;Used (Good);No original box, no original papers;Men's watch/Unisex;485.0;Item is in stock;Circular;566.77;Sapphire crystal;White;Steel;580.0;419.0;0;0;0;448.0;86.0;0;6.186208623900494;0.0;0;0;0;1
Chronographe Suisse Cie;Automatic;Steel;Silicon;2015.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;2962.0;Item is in stock;Circular;794.8125;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;11.0;1;7.993957547573565;0.0;0;0;0;1
Chronographe Suisse Cie;Automatic;Steel;Crocodile skin;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;3929.0;Item is in stock;Circular;830.5300000000001;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;76.0;0;8.276394704863307;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Steel;Leather;1950.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1077.0;Item is in stock;Rectangular;1710.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;76.0;0;6.982862751468942;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Yellow gold;Leather;1950.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;1567.0;Item is in stock;Rectangular;468.0;Plastic;Black;Brown;580.0;419.0;0;0;0;448.0;76.0;0;7.357556200910353;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Gold/Steel;Leather;1965.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;537.0;Item is in stock;Circular;537.3325;Plexiglass;Black;Brown;580.0;419.0;0;0;0;448.0;61.0;0;6.2878585601617845;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Steel;Leather;1960.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;528.0;Item is in stock;Circular;537.3325;Plexiglass;Black;Brown;580.0;419.0;0;0;0;448.0;66.0;0;6.270988431858299;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Steel;Leather;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1857.0;Item is in stock;Circular;537.3325;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;76.0;0;7.527255919373784;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Brass;Calf skin;1960.0;Used (Good);No original box, no original papers;Men's watch/Unisex;431.0;Item is in stock;Circular;566.77;Plexiglass;Champagne;Brown;580.0;419.0;0;0;0;448.0;66.0;0;6.068425588244111;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Steel;Leather;1965.0;Used (Good);No original box, no original papers;Men's watch/Unisex;2100.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;61.0;0;7.650168700845001;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Steel;Leather;1965.0;Used (Good);No original box, no original papers;Men's watch/Unisex;473.0;Item is in stock;Circular;692.37;Sapphire crystal;Bronze;Blue;580.0;419.0;0;0;0;448.0;61.0;0;6.161207321695077;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Steel;Leather;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;862.0;Item is in stock;Rectangular;1155.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;76.0;0;6.760414691083428;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Rose gold;Leather;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1399.0;Item is in stock;Circular;692.37;Sapphire crystal;Bronze;Brown;580.0;419.0;0;0;0;448.0;76.0;0;7.24422751560335;0.0;0;0;0;1
Chronographe Suisse Cie;Manual winding;Yellow gold;Leather;1995.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;2262.0;Item is in stock;Circular;692.37;Sapphire crystal;Gold;Brown;580.0;419.0;0;0;0;448.0;31.0;0;7.724446645633537;0.0;0;0;0;1
Chronoswiss;Automatic;Gold/Steel;Leather;2005.0;Used (Good);No original box, no original papers;Men's watch/Unisex;2660.0;Item needs to be procured;Circular;537.3325;Sapphire crystal;Silver;Black;181.0;141.0;0;1;1;141.0;21.0;1;7.886457270977689;0.6666666666666666;0;0;0;1
Chronoswiss;Automatic;Red gold;Leather;2005.0;Used (Fair);Original box, original papers;Men's watch/Unisex;5422.0;Item is in stock;Circular;537.3325;Sapphire crystal;Silver;Black;1044.0;5487.0;0;1;1;849.0;21.0;1;8.59840444684106;0.6666666666666666;3;0;0;0
Chronoswiss;Automatic;Steel;Leather;2005.0;Used (Good);Original box, original papers;Men's watch/Unisex;5552.0;Item is in stock;Circular;659.7925;Sapphire crystal;Blue;Black;17947.0;11728.0;1;1;1;12572.0;21.0;1;8.622093601241607;1.0;3;0;0;1
Chronoswiss;Automatic;Steel;Leather;2005.0;Used (Fair);Original box, original papers;Men's watch/Unisex;1613.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver;Black;17947.0;11728.0;1;1;1;12572.0;21.0;1;7.3864708488298945;1.0;3;0;0;1
Chronoswiss;Manual winding;Steel;Leather;2005.0;Used (Good);No original box, no original papers;Men's watch/Unisex;2053.0;Item is in stock;Circular;759.88;Sapphire crystal;Champagne;Black;17947.0;11728.0;1;1;1;12572.0;21.0;1;7.627544390488503;1.0;0;0;0;1
Chronoswiss;Automatic;Steel;Crocodile skin;2014.0;Used (Very good);Original box, original papers;Men's watch/Unisex;10231.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;12.0;1;9.23327534325868;0.0;3;0;0;1
Chronoswiss;Automatic;Steel;Leather;2005.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1992.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;21.0;1;7.597396320212795;0.0;0;0;0;1
Chronoswiss;Automatic;Steel;Leather;2005.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;1992.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Brown;580.0;419.0;0;0;0;448.0;21.0;1;7.597396320212795;0.0;2;0;0;1
Chronoswiss;Automatic;Steel;Leather;1993.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3750.0;Item is in stock;Circular;566.77;Sapphire crystal;White;Black;580.0;419.0;0;0;0;448.0;33.0;0;8.229777750081887;0.0;3;0;0;1
Chronoswiss;Automatic;Steel;Crocodile skin;2005.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;4846.0;Item is in stock;Circular;566.77;Sapphire crystal;Champagne;Brown;580.0;419.0;0;0;0;448.0;21.0;1;8.486115235845377;0.0;3;0;0;1
Chronoswiss;Automatic;Steel;Crocodile skin;2006.0;Used (Very good);Original box, original papers;Men's watch/Unisex;4151.0;Item is in stock;Circular;566.77;Sapphire crystal;White;Bordeaux;580.0;419.0;0;0;0;448.0;20.0;1;8.331345424845724;0.0;3;0;0;1
Chronoswiss;Automatic;Steel;Leather;2005.0;Used (Very good);Original box, original papers;Men's watch/Unisex;4254.0;Item is in stock;Circular;566.77;Sapphire crystal;White;Brown;580.0;419.0;0;0;0;448.0;21.0;1;8.355850041007475;0.0;3;0;0;1
Chronoswiss;Automatic;Steel;Leather;2018.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;10000.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Black;1611.0;1685.0;1;1;1;1151.0;8.0;1;9.210440366976517;1.0;1;0;0;0
Chronoswiss;Automatic;Steel;Crocodile skin;2000.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;3177.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver;Black;10391.0;336.0;1;1;1;8391.0;26.0;1;8.064007347096661;1.0;2;0;0;1
Chronoswiss;Automatic;Steel;Crocodile skin;2005.0;New;Original box, original papers;Men's watch/Unisex;5277.0;Item is in stock;Circular;659.7925;Sapphire crystal;Silver (solid);Black;60.0;42.0;0;1;1;50.0;21.0;1;8.57130251706327;0.6666666666666666;3;0;0;1
Chronoswiss;Automatic;Steel;Leather;1990.0;Used (Very good);Original box, original papers;Men's watch/Unisex;2100.0;Item is in stock;Rectangular;518.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;36.0;0;7.650168700845001;0.0;3;0;0;1
Chronoswiss;Automatic;Rose gold;Crocodile skin;2008.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;9950.0;Item is in stock;Circular;566.77;Sapphire crystal;White;Bordeaux;220.0;150.0;1;1;1;122.0;18.0;1;9.205428327615163;1.0;2;0;0;1
Chronoswiss;Manual winding;Rose gold;Leather;2006.0;Used (Very good);Original box, original papers;Men's watch/Unisex;10231.0;Item is in stock;Circular;692.37;Sapphire crystal;Silver;Brown;83.0;45.0;1;1;1;83.0;20.0;1;9.23327534325868;1.0;3;0;0;1
Chronoswiss;Automatic;Steel;Alligator skin;2019.0;Used (Very good);Original box, original papers;Men's watch/Unisex;7427.0;Item needs to be procured;Circular;659.7925;Sapphire crystal;Silver;Black;128.0;1382.0;1;1;1;88.0;7.0;1;8.913011922472597;1.0;3;0;0;0
Chronoswiss;Automatic;Steel;Crocodile skin;2012.0;Used (Very good);Original box, original papers;Men's watch/Unisex;9585.0;Item is in stock;Circular;659.7925;Sapphire crystal;Skeletonized;Brown;10391.0;336.0;1;1;1;8391.0;14.0;1;9.168058979719577;1.0;3;0;0;1
Chronoswiss;Automatic;Rose gold;Crocodile skin;2009.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;6656.0;Item is in stock;Rectangular;1944.0;Sapphire crystal;Silver;Brown;161.0;91.0;1;1;1;123.0;17.0;1;8.803424211600703;1.0;0;0;0;1
Chronoswiss;Automatic;Gold/Steel;Leather;2005.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3200.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver;Black;1611.0;1685.0;1;1;1;1151.0;21.0;1;8.071218539969863;1.0;3;0;0;0
Chronoswiss;Automatic;Steel;Leather;1994.0;Used (Good);Original box, original papers;Men's watch/Unisex;1605.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver;Black;116.0;32.0;1;1;1;102.0;32.0;0;7.381501894506707;1.0;3;0;0;1
Chronoswiss;Automatic;Rose gold;Leather;2005.0;Used (Very good);Original box, no original papers;Women's watch;3823.0;Item is in stock;Circular;353.25;Sapphire crystal;Silver;Black;463.0;268.0;1;1;1;362.0;21.0;1;8.249052274171293;1.0;2;0;0;1
Chronoswiss;Automatic;Steel;Leather;2005.0;Used (Good);No original box, no original papers;Men's watch/Unisex;3500.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver;Black;61.0;25.0;1;0;1;54.0;21.0;1;8.160803920954665;0.6666666666666666;0;0;0;1
Chronoswiss;Automatic;Steel;Leather;2005.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;3500.0;Item is in stock;Circular;537.3325;Plexiglass;Silver;Black;434.0;299.0;0;1;1;321.0;21.0;1;8.160803920954665;0.6666666666666666;0;0;0;1
Chronoswiss;Automatic;Steel;Crocodile skin;2010.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;3366.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Black;398.0;87.0;1;1;1;334.0;16.0;1;8.121777419161074;1.0;0;0;0;1
Chronoswiss;Automatic;Steel;Crocodile skin;2000.0;Used (Good);Original box, original papers;Men's watch/Unisex;4200.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver (solid);Black;51.0;3.0;1;1;1;34.0;26.0;1;8.343077871169383;1.0;3;0;0;1
Chronoswiss;Manual winding;Steel;Leather;2005.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1614.0;Item is in stock;Circular;566.77;Sapphire crystal;White;Black;14.0;20.0;1;1;1;13.0;21.0;1;7.387090235656757;1.0;0;0;0;0
Chronoswiss;Automatic;Yellow gold;Leather;1999.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;10769.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver;Brown;591.0;26.0;1;1;1;435.0;27.0;0;9.284519770150434;1.0;3;0;0;1
Chronoswiss;Automatic;Steel;Crocodile skin;2005.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;3536.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver;Blue;2442.0;573.0;0;1;1;1700.0;21.0;1;8.17103418920548;0.6666666666666666;0;0;0;1
Chronoswiss;Automatic;Yellow gold;Leather;2005.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;6354.0;Item is in stock;Circular;692.37;Sapphire crystal;Silver;Black;417.0;502.0;0;1;1;403.0;21.0;1;8.756997183623554;0.6666666666666666;0;0;0;0
Chronoswiss;Manual winding;Gold-plated;Leather;2005.0;Used (Good);Original box, no original papers;Men's watch/Unisex;1831.0;Item is in stock;Circular;537.3325;Plexiglass;White;Blue;34.0;29.0;0;1;1;27.0;21.0;1;7.513163545234075;0.6666666666666666;2;0;0;1
Chronoswiss;Automatic;Yellow gold;Alligator skin;2005.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;6035.0;Item needs to be procured;Circular;522.908125;Sapphire crystal;White;Brown;128.0;1382.0;1;1;1;88.0;21.0;1;8.70549681988774;1.0;0;0;0;0
Chronoswiss;Automatic;Rose gold;Leather;2005.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;9262.0;Item needs to be procured;Circular;566.77;Sapphire crystal;Silver;Black;924.0;3450.0;1;1;1;790.0;21.0;1;9.133783249254028;1.0;0;0;0;0
Chronoswiss;Automatic;Rose gold;Leather;2010.0;Used (Very good);Original box, original papers;Men's watch/Unisex;9576.0;Item is in stock;Circular;692.37;Sapphire crystal;Skeletonized;Black;232.0;223.0;0;0;1;220.0;16.0;1;9.16711966952162;0.3333333333333333;3;0;0;1
Chronoswiss;Automatic;Steel;Leather;2005.0;Used (Very good);Original box, original papers;Men's watch/Unisex;4900.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;2.0;33.0;0;1;1;448.0;21.0;1;8.497194544909547;0.6666666666666666;3;0;0;0
Chronoswiss;Manual winding;Steel;Crocodile skin;2005.0;New;Original papers, no original box;Women's watch;1422.0;Item needs to be procured;Circular;330.09250000000003;Sapphire crystal;White;Blue;1752.0;928.0;1;1;1;1382.0;21.0;1;7.260522598089852;1.0;1;0;0;1
Chronoswiss;Automatic;Steel;Leather;2021.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;2897.0;Item is in stock;Circular;628.0;Sapphire crystal;Brown;Brown;744.0;103.0;1;0;1;627.0;5.0;1;7.971776122880628;0.6666666666666666;3;0;0;1
Chronoswiss;Automatic;Steel;Leather;1995.0;Used (Good);Original box, original papers;Men's watch/Unisex;4091.0;Item is in stock;Rectangular;1710.0;Sapphire crystal;Champagne;Brown;701.0;77.0;1;1;1;596.0;31.0;0;8.316789127071518;1.0;3;0;0;1
Chronoswiss;Manual winding;Steel;Leather;2005.0;Used (Good);No original box, no original papers;Men's watch/Unisex;3900.0;Item is in stock;Rectangular;832.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;21.0;1;8.268988209506656;0.0;0;0;0;1
Chronoswiss;Automatic;Yellow gold;Crocodile skin;1993.0;Used (Good);Original box, original papers;Men's watch/Unisex;6456.0;Item is in stock;Circular;566.77;Sapphire crystal;White;Green;518.0;397.0;0;1;1;344.0;33.0;0;8.772920092626467;0.6666666666666666;3;0;0;1
Chronoswiss;Manual winding;Rose gold;Gold/Steel;2009.0;Used (Very good);Original box, original papers;Men's watch/Unisex;10661.0;Item is in stock;Circular;628.0;Sapphire crystal;Silver;Gold/Steel;69.0;46.0;1;0;1;37.0;17.0;1;9.274441297382706;0.6666666666666666;3;0;0;1
Chronoswiss;Automatic;Steel;Steel;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3345.0;Item is in stock;Circular;596.9925000000001;Sapphire crystal;Black;Black;1677.0;225.0;0;1;1;1386.0;3.0;1;8.11552088154677;0.6666666666666666;3;0;0;1
Chronoswiss;Manual winding;Platinum;Leather;2005.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;21150.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver;Blue;1157.0;339.0;1;1;1;860.0;21.0;1;9.959442464680574;1.0;2;0;0;1
